customer_sk,recency,frequency,monetary,labels
14211.0,489,21,44992.95,1
44048.0,770,33,53952.98,1
50008.0,789,33,50485.57,1
97606.0,31,45,91839.79,0
54088.0,1174,59,130471.34,1
30159.0,77,86,214555.41,2
57803.0,18,86,164008.59,2
71592.0,108,64,173640.28,2
51819.0,568,53,108313.41,1
99340.0,399,49,83717.74,0
10503.0,510,21,38346.32,1
52022.0,73,41,67064.39,0
77117.0,370,72,159644.31,2
47023.0,77,50,100293.11,0
36636.0,8,73,163818.84,2
84445.0,13,45,146176.67,2
37417.0,17,62,111203.55,2
11992.0,86,63,87109.85,0
81539.0,403,51,93362.55,0
32981.0,109,89,172590.37,2
83579.0,57,50,113921.92,0
48451.0,796,25,45091.73,1
44983.0,68,70,156950.15,2
40988.0,758,23,35012.16,1
84182.0,425,47,82658.38,0
94189.0,212,40,92209.96,0
82304.0,852,20,32993.31,1
22507.0,1164,19,40189.97,1
95719.0,81,57,122012.99,2
2894.0,162,37,92168.3,0
40631.0,743,29,82314.7,1
40223.0,289,52,129321.77,2
65591.0,118,96,219280.33,2
31347.0,213,55,111070.27,0
83400.0,317,46,84061.46,0
67767.0,25,69,123126.24,2
26009.0,458,55,121150.5,0
42399.0,715,32,53674.74,1
12424.0,85,32,82882.8,0
21011.0,454,78,110925.98,2
32571.0,379,55,125454.06,2
52398.0,466,45,70835.91,0
74934.0,814,51,105850.09,1
42127.0,9,23,52200.36,0
25498.0,117,54,109185.42,0
52558.0,88,36,71007.4,0
51579.0,93,56,117803.46,2
34511.0,655,50,107010.3,1
71575.0,1182,44,95557.65,1
42042.0,42,40,61129.66,0
45137.0,815,21,64594.48,1
68413.0,18,36,92597.7,0
29257.0,84,70,158727.89,2
22185.0,227,61,161206.5,2
27002.0,1,47,83317.87,0
56425.0,1290,42,94566.65,1
42961.0,501,33,71083.11,0
11082.0,435,8,38268.87,0
26894.0,85,24,31222.01,0
48162.0,24,47,78877.25,0
2887.0,489,21,30912.72,1
63959.0,60,52,84449.98,0
92438.0,66,40,82644.85,0
29606.0,71,54,171636.06,2
48962.0,502,35,62527.01,0
54095.0,148,48,123890.19,0
57445.0,270,27,77798.26,0
91739.0,379,23,55267.5,0
13563.0,471,14,29895.39,0
50373.0,1140,7,8020.31,1
77831.0,224,24,38235.47,0
97776.0,33,27,56475.78,0
21962.0,47,44,121316.85,0
32607.0,700,24,34085.0,1
36279.0,59,27,88526.76,0
28627.0,612,34,69707.55,1
27575.0,21,37,77108.06,0
17338.0,362,30,75333.55,0
85991.0,47,31,59714.61,0
42943.0,17,29,54852.23,0
96091.0,139,45,62787.79,0
48605.0,95,45,114317.81,0
49471.0,471,20,43999.82,0
91605.0,1164,24,56417.25,1
80746.0,860,11,31283.02,1
39339.0,1147,16,45064.52,1
88611.0,373,22,47553.8,0
97136.0,199,19,42676.67,0
50355.0,655,43,112334.71,1
85210.0,910,16,58284.51,1
40731.0,413,12,26391.68,0
22085.0,275,44,104514.89,0
34388.0,49,54,122911.92,2
22654.0,64,58,176972.94,2
57323.0,354,27,70142.87,0
80564.0,13,93,223482.04,2
63443.0,351,71,159429.92,2
41256.0,16,73,182102.77,2
6368.0,5,44,110261.64,0
31752.0,201,71,184307.52,2
71189.0,281,46,107202.66,0
16169.0,671,34,56599.6,1
1710.0,55,48,81785.16,0
9215.0,146,55,132143.82,2
7592.0,1050,27,77017.62,1
15616.0,24,47,119600.54,0
26235.0,29,52,137214.86,2
66981.0,105,69,155073.22,2
69276.0,380,86,190021.48,2
6860.0,117,75,187603.3,2
37396.0,92,42,102088.77,0
59007.0,13,87,182366.48,2
44631.0,3,59,112713.96,2
15353.0,391,55,149399.09,2
48065.0,370,28,63681.57,0
39293.0,53,74,143209.35,2
5551.0,11,68,152171.38,2
47453.0,23,99,207796.4,2
79349.0,438,54,149474.99,2
8679.0,206,39,75422.4,0
37403.0,85,92,197597.36,2
75819.0,117,64,150875.4,2
89576.0,152,35,66820.85,0
8612.0,84,94,234668.16,2
20784.0,354,58,108481.91,0
74920.0,34,105,250595.14,2
22892.0,1321,20,54471.58,1
14732.0,138,39,72060.52,0
10278.0,459,48,105459.58,0
65621.0,40,14,49340.39,0
22008.0,6,69,162845.29,2
52612.0,4,84,161243.7,2
16772.0,240,77,207689.38,2
5779.0,536,34,58676.31,1
67423.0,66,50,97690.27,0
85537.0,447,32,81552.74,0
14476.0,228,59,131066.58,2
4158.0,484,74,156225.73,2
62799.0,404,35,81876.08,0
29243.0,345,72,169208.13,2
68205.0,499,33,54011.95,0
14799.0,4,42,85035.19,0
71095.0,324,56,134984.57,2
24065.0,15,56,126801.67,2
37303.0,103,58,148316.08,2
64531.0,269,62,160499.3,2
14596.0,310,46,77060.75,0
7175.0,365,46,59185.52,0
10652.0,419,47,102267.45,0
15446.0,189,52,117652.63,0
78269.0,40,101,226807.46,2
9913.0,30,42,116767.9,0
9190.0,363,20,26604.58,0
70907.0,14,48,105423.8,0
99047.0,126,98,214812.83,2
64854.0,1131,26,63743.04,1
55793.0,387,80,152977.59,2
97517.0,595,70,156784.42,2
6639.0,189,54,92282.56,0
28504.0,363,52,94675.29,0
14195.0,89,112,224075.05,2
71859.0,58,47,113538.72,0
53377.0,123,28,52350.7,0
12454.0,17,44,58864.44,0
71792.0,609,30,97299.55,1
12556.0,26,41,111209.72,0
13789.0,779,26,26955.83,1
38840.0,302,81,174440.21,2
80444.0,410,74,174185.17,2
11366.0,668,30,58507.73,1
69283.0,834,15,61403.53,1
88095.0,20,72,165725.98,2
18148.0,14,63,172418.11,2
63632.0,393,50,159579.3,2
56225.0,0,46,100601.9,0
83080.0,45,60,129235.86,2
63215.0,877,45,106389.54,1
68511.0,39,47,106566.16,0
43992.0,490,42,103001.74,0
9759.0,59,63,119692.95,2
36664.0,182,53,94086.43,0
41383.0,15,52,82396.24,0
25689.0,359,51,122592.76,0
49629.0,405,54,100107.35,0
47095.0,122,31,65097.21,0
72471.0,23,47,93163.83,0
64651.0,532,51,109894.83,0
10414.0,62,35,61325.44,0
77027.0,31,57,127265.21,2
19433.0,326,39,79749.76,0
79799.0,524,68,135684.5,2
76773.0,509,66,133747.09,2
53496.0,4,54,96705.29,0
74682.0,464,46,114251.22,0
75047.0,1230,25,52035.2,1
67753.0,407,34,77497.01,0
16585.0,26,85,155422.85,2
29497.0,478,76,195348.33,2
48585.0,71,16,20586.45,0
3095.0,146,46,115551.76,0
77215.0,261,40,81495.35,0
78524.0,108,46,106691.43,0
80802.0,46,45,83061.35,0
66454.0,40,48,74226.72,0
6095.0,423,31,72855.1,0
31659.0,11,35,66096.62,0
26122.0,245,26,44888.83,0
12565.0,123,32,93143.91,0
8857.0,308,43,98797.28,0
67659.0,47,73,163433.12,2
3639.0,660,65,144706.28,2
824.0,1201,10,5498.97,1
72404.0,856,19,37869.27,1
61913.0,395,32,82533.33,0
14129.0,1054,23,55820.46,1
22987.0,54,44,101634.87,0
11001.0,316,43,97918.22,0
8544.0,64,40,78202.32,0
58734.0,763,49,96291.87,1
39726.0,297,11,19571.02,0
20725.0,26,60,125559.02,2
73007.0,395,70,182027.37,2
11672.0,12,61,146143.3,2
46730.0,1028,27,58502.17,1
1055.0,758,61,159454.22,1
51966.0,49,54,119513.39,0
41809.0,1014,15,32626.83,1
75685.0,411,21,38384.69,0
90987.0,32,11,12563.55,0
9444.0,248,52,127553.62,0
17733.0,52,37,52396.89,0
59873.0,120,44,116398.73,0
59779.0,1249,26,84876.12,1
77742.0,756,13,10946.56,1
54423.0,70,9,26039.8,0
41957.0,503,31,99558.94,0
42814.0,517,30,50216.25,1
89548.0,853,7,10788.14,1
86621.0,51,24,53278.06,0
80179.0,14,55,125970.11,2
22814.0,688,43,79336.77,1
86756.0,110,76,141963.09,2
7069.0,746,30,82204.37,1
22122.0,113,55,110343.43,0
55200.0,365,34,59685.06,0
35964.0,31,30,51381.95,0
37538.0,28,57,168391.08,2
82355.0,53,32,59858.21,0
41310.0,213,32,64044.87,0
97351.0,434,56,122685.1,2
99391.0,8,40,79751.7,0
50032.0,774,43,87752.56,1
30974.0,394,30,44431.48,0
38786.0,133,58,126627.06,2
80944.0,53,42,107388.16,0
28934.0,518,70,153800.53,2
63508.0,66,60,174307.03,2
57257.0,31,82,182483.31,2
75672.0,404,60,87513.24,0
52277.0,2,78,168982.27,2
78954.0,218,62,128709.6,2
80398.0,680,46,108191.16,1
70861.0,118,44,62023.98,0
66814.0,390,58,103802.08,0
3592.0,224,47,81642.21,0
37256.0,114,21,56120.27,0
75147.0,427,42,115312.56,0
84538.0,127,63,167694.15,2
99001.0,1106,23,38389.36,1
73310.0,8,77,159065.6,2
98303.0,65,52,125690.65,0
35726.0,330,45,87821.92,0
12586.0,27,38,97116.81,0
30089.0,182,59,152916.98,2
2794.0,48,30,47596.05,0
45612.0,105,85,183525.94,2
81403.0,8,27,61374.54,0
4884.0,653,46,82848.87,1
91095.0,10,87,163887.13,2
23017.0,3,86,148815.58,2
29955.0,382,79,126595.19,2
95819.0,1163,22,50049.95,1
18008.0,378,38,85065.71,0
10129.0,12,64,141668.93,2
7002.0,784,44,88903.81,1
97215.0,371,19,29282.4,0
96127.0,323,36,71195.47,0
85755.0,4,25,53071.52,0
66568.0,104,55,99366.27,0
93636.0,8,41,96228.98,0
95683.0,129,63,120640.0,2
99849.0,30,26,34779.75,0
9789.0,37,28,57483.01,0
83443.0,49,51,122773.0,0
99935.0,51,48,108294.22,0
86800.0,394,60,121160.6,2
37230.0,100,63,108731.54,2
90814.0,722,47,70891.44,1
94595.0,352,37,73397.94,0
30022.0,385,62,154048.37,2
75283.0,753,38,79517.54,1
95914.0,310,69,180286.54,2
5675.0,88,73,178910.14,2
30720.0,39,26,83835.44,0
31706.0,50,72,134660.78,2
48290.0,875,32,83055.61,1
98022.0,158,43,73654.81,0
97995.0,7,26,43625.16,0
43350.0,124,42,79576.78,0
39586.0,138,56,91540.07,0
3227.0,68,25,39337.92,0
80586.0,55,20,35652.4,0
42170.0,1147,14,25985.77,1
86435.0,627,54,90360.17,1
49216.0,76,60,120568.77,2
67860.0,378,73,157771.63,2
39492.0,29,31,68763.92,0
83307.0,426,46,85063.25,0
43794.0,163,84,125577.54,2
90515.0,28,49,134172.7,2
53042.0,33,61,117023.73,2
99255.0,469,27,48643.4,0
26716.0,779,31,50135.34,1
53586.0,805,61,111079.18,1
33746.0,400,28,43756.1,0
98192.0,443,61,179515.89,2
51189.0,40,80,201382.18,2
99756.0,15,21,31481.42,0
51919.0,483,25,48706.96,0
70794.0,282,20,46618.07,0
89427.0,464,71,129537.93,2
44746.0,470,59,125207.15,2
31170.0,391,40,102424.48,0
18170.0,393,26,47661.31,0
51954.0,389,77,158574.33,2
35606.0,1033,38,110889.73,1
31043.0,952,45,94319.57,1
91875.0,894,26,59447.06,1
41056.0,224,35,80587.08,0
92854.0,874,69,184539.14,2
25982.0,149,52,91852.38,0
81928.0,148,51,92169.71,0
41370.0,75,88,199922.24,2
58210.0,53,50,128863.97,0
30209.0,295,93,185717.18,2
89563.0,415,35,70874.11,0
75834.0,340,9,10879.51,0
20465.0,3,84,251768.95,2
89606.0,397,28,67156.76,0
85736.0,992,31,49988.62,1
96934.0,851,18,47146.49,1
87523.0,413,33,82652.51,0
46037.0,138,44,126986.02,0
46157.0,472,28,62749.55,0
38880.0,1113,33,69282.74,1
84531.0,1136,24,64805.86,1
93643.0,29,17,26830.46,0
78894.0,10,19,48498.57,0
34102.0,23,43,101672.76,0
50508.0,61,39,108352.0,0
75512.0,106,56,136313.85,2
20746.0,713,8,24862.43,1
73377.0,258,24,95139.1,0
94172.0,483,15,46590.34,1
31612.0,51,25,69309.65,0
29513.0,635,34,97692.69,1
29632.0,425,75,235802.23,2
98974.0,161,78,169366.49,2
92505.0,27,20,23686.85,0
98031.0,69,35,64600.8,0
9236.0,96,21,45823.07,0
94767.0,86,41,77774.79,0
68225.0,316,20,60505.98,0
16058.0,535,27,87366.73,1
69565.0,382,15,60560.25,0
3393.0,1147,13,32809.07,1
13431.0,84,28,89443.29,0
66887.0,220,36,106447.28,0
93809.0,617,23,67879.37,1
17383.0,160,27,42891.77,0
16534.0,81,17,30686.62,0
4591.0,81,16,46872.6,0
86684.0,727,26,64605.87,1
85443.0,66,27,59577.16,0
9649.0,750,40,92408.08,1
31226.0,363,46,67289.11,0
66215.0,630,25,58517.88,1
77631.0,373,63,149714.62,2
80165.0,15,43,98232.93,0
9273.0,394,59,142368.2,2
70704.0,801,29,64642.33,1
17061.0,11,91,182120.57,2
11263.0,404,63,152293.64,2
44605.0,57,62,155710.31,2
97636.0,224,82,138163.15,2
76501.0,552,30,82919.36,1
20411.0,750,44,88947.12,1
11417.0,478,100,163606.35,2
94168.0,729,58,132081.05,1
26481.0,16,45,118156.46,0
99812.0,82,51,111094.58,0
48398.0,133,68,136921.44,2
86414.0,250,54,125551.82,2
11298.0,348,58,108392.27,0
10175.0,384,18,26802.85,0
30075.0,1186,27,71076.53,1
64584.0,19,44,58588.99,0
90501.0,522,29,63605.66,1
40491.0,42,67,156012.32,2
38961.0,52,67,169233.8,2
86047.0,44,91,193530.21,2
5619.0,363,41,101058.04,0
8238.0,114,79,151200.79,2
87423.0,693,65,132256.32,1
78864.0,369,50,122362.67,0
22518.0,4,41,85719.48,0
74784.0,507,48,115375.03,0
58462.0,16,55,97648.74,0
54518.0,186,39,59726.07,0
57511.0,287,70,147463.58,2
49350.0,65,58,125313.95,2
9403.0,364,83,157850.34,2
54960.0,104,68,155339.51,2
77792.0,37,27,85969.9,0
10754.0,521,46,107683.32,0
9530.0,14,71,134142.76,2
48262.0,0,76,167967.87,2
10006.0,14,52,152809.31,2
43313.0,480,57,127193.53,2
22894.0,74,60,137606.39,2
32007.0,87,58,129751.39,2
80158.0,225,30,50475.25,0
15497.0,49,54,98947.22,0
85809.0,14,43,75116.68,0
76704.0,409,32,80831.1,0
60638.0,817,29,39333.38,1
2032.0,611,62,107049.9,1
2169.0,19,75,136538.26,2
9377.0,739,25,61689.7,1
66758.0,34,68,136132.25,2
71699.0,466,50,119401.85,0
2967.0,13,57,131308.84,2
64210.0,140,43,73875.0,0
64940.0,135,29,55586.83,0
81057.0,406,30,57992.47,0
7337.0,30,88,230829.32,2
42650.0,111,46,62986.84,0
7388.0,24,57,118332.32,2
55699.0,613,81,151783.63,2
14035.0,37,54,107015.93,0
66148.0,563,37,69617.7,1
71393.0,98,31,72038.46,0
47497.0,686,46,101800.24,1
53430.0,413,39,68425.01,0
8424.0,42,67,127790.89,2
68970.0,15,52,124202.17,0
24424.0,249,27,38199.53,0
28571.0,495,79,213614.49,2
85256.0,3,72,153159.84,2
65298.0,15,40,102378.05,0
63631.0,64,43,109163.51,0
96471.0,78,78,151911.08,2
74665.0,401,41,73667.14,0
8476.0,161,55,109411.63,0
5722.0,22,61,95853.83,0
94209.0,38,66,113419.64,2
12709.0,83,64,110953.53,2
6249.0,28,61,126820.07,2
84032.0,785,38,67421.79,1
64175.0,60,68,141077.94,2
3689.0,99,95,223959.61,2
68664.0,8,98,216556.83,2
18914.0,144,63,134154.68,2
2050.0,319,33,51380.47,0
13457.0,184,65,190173.35,2
63913.0,28,98,174924.9,2
39233.0,8,58,106993.83,0
826.0,62,84,146090.45,2
70169.0,84,59,117026.33,2
72141.0,63,18,29833.54,0
79927.0,775,47,109160.8,1
4847.0,284,33,63687.49,0
72744.0,45,65,125737.99,2
68611.0,1,39,61831.6,0
68188.0,620,39,79942.28,1
94105.0,745,51,114441.07,1
70101.0,430,26,83581.57,0
56007.0,230,67,111352.69,2
74410.0,809,68,191794.69,2
24491.0,746,44,70319.68,1
86235.0,694,41,86890.15,1
96106.0,376,61,114734.24,2
14358.0,375,63,138203.59,2
72268.0,12,79,138834.99,2
91719.0,670,21,33071.5,1
5364.0,392,67,186366.32,2
29576.0,0,50,102954.3,0
54075.0,423,51,123075.04,0
81303.0,8,68,150314.6,2
76824.0,1111,33,83403.18,1
4413.0,27,84,227926.66,2
71672.0,22,54,97040.44,0
20002.0,849,38,81036.17,1
98289.0,666,59,85588.03,1
70466.0,511,64,128541.07,2
38842.0,322,46,83296.81,0
41902.0,6,62,163447.45,2
12981.0,92,44,97414.22,0
54414.0,4,51,138398.75,2
14544.0,216,29,86585.85,0
67839.0,415,41,99631.83,0
36631.0,130,52,135903.33,2
49443.0,38,55,96848.51,0
50304.0,9,53,129097.62,2
81632.0,771,46,154755.4,1
42008.0,5,35,102837.79,0
58568.0,70,35,89252.04,0
93270.0,539,24,69499.14,1
35190.0,1120,27,48752.06,1
94774.0,398,12,34886.12,0
88883.0,781,11,23141.75,1
27320.0,300,55,141147.25,2
77576.0,719,7,9931.38,1
53908.0,141,26,52630.95,0
76378.0,1126,16,47321.05,1
81267.0,806,33,99339.28,1
32904.0,421,19,59923.71,0
33150.0,392,6,29714.3,0
41377.0,268,10,15614.14,0
43776.0,385,10,42737.28,0
76048.0,43,83,183179.06,2
26961.0,384,91,162314.19,2
20841.0,318,54,161250.25,2
36304.0,278,92,178716.17,2
46615.0,9,87,177013.01,2
78987.0,156,35,83997.84,0
34049.0,4,70,149050.04,2
89137.0,118,77,162949.2,2
41498.0,475,62,117169.08,2
90840.0,504,77,163273.14,2
40180.0,486,26,61733.96,0
98438.0,27,52,117156.78,0
74567.0,10,91,198278.33,2
75706.0,67,68,212385.36,2
29377.0,208,77,150564.98,2
53236.0,31,82,152816.23,2
26774.0,53,40,97463.91,0
73037.0,49,42,62948.02,0
17736.0,417,99,209930.33,2
31533.0,18,74,128836.26,2
62794.0,92,83,176136.26,2
3754.0,51,63,106750.14,2
57122.0,402,44,115133.71,0
79992.0,443,57,125583.61,2
39849.0,675,41,88517.55,1
41132.0,248,63,158665.26,2
86112.0,752,23,64229.97,1
86961.0,763,62,147655.28,1
42578.0,683,43,130670.27,1
12944.0,22,40,106033.0,0
75927.0,250,45,81815.9,0
40733.0,110,52,106093.75,0
49267.0,37,45,117529.18,0
97929.0,335,8,22983.69,0
40444.0,467,25,38763.82,0
11914.0,82,37,68950.8,0
16538.0,598,61,140162.74,2
75646.0,276,78,132384.54,2
59979.0,347,46,79913.81,0
37503.0,852,40,63503.7,1
55319.0,26,29,54069.54,0
26358.0,2,64,151387.47,2
51205.0,267,43,76924.84,0
34934.0,48,82,165746.86,2
41472.0,13,76,156645.16,2
8072.0,41,68,137730.77,2
31621.0,8,85,174264.28,2
48418.0,454,72,158325.1,2
22142.0,446,75,135767.79,2
75162.0,196,61,116240.57,2
40002.0,499,94,221901.31,2
79726.0,81,49,102784.58,0
26784.0,98,87,186356.92,2
95360.0,289,47,96057.6,0
51647.0,39,84,151254.96,2
43793.0,151,49,78680.3,0
49378.0,377,58,142206.67,2
70062.0,351,77,194473.66,2
46028.0,368,53,143751.8,2
70487.0,401,30,53722.42,0
49029.0,176,57,102355.21,0
36789.0,109,109,226112.66,2
92598.0,22,111,168263.95,2
31136.0,43,41,71154.1,0
43929.0,369,55,106475.9,0
28799.0,1,56,144384.78,2
12851.0,6,57,78330.78,0
49736.0,0,84,174100.6,2
51002.0,64,48,98945.27,0
35699.0,259,64,101533.51,2
26351.0,393,45,90353.97,0
73844.0,459,51,113342.35,0
38693.0,119,47,86613.13,0
54641.0,38,48,101334.99,0
24139.0,25,73,168808.82,2
40384.0,239,65,138989.77,2
99280.0,69,39,72901.08,0
43122.0,351,24,32343.96,0
3992.0,150,69,144022.53,2
99136.0,331,47,95384.86,0
67002.0,19,48,115296.13,0
35888.0,26,46,88507.12,0
26075.0,20,38,70322.14,0
30048.0,54,71,111862.23,2
45001.0,396,14,30914.97,0
14721.0,374,27,63631.84,0
40971.0,19,41,74839.05,0
20102.0,336,53,111099.65,0
54002.0,96,52,101285.49,0
28398.0,39,102,234149.64,2
41753.0,373,113,249299.63,2
57538.0,1106,31,51184.05,1
90464.0,191,80,180380.55,2
43861.0,46,97,187501.56,2
81809.0,52,90,191061.6,2
24921.0,30,40,74868.43,0
35633.0,400,24,55716.64,0
38914.0,469,44,85372.86,0
35257.0,46,88,215900.82,2
34518.0,1302,24,48141.34,1
83901.0,44,65,181210.22,2
95632.0,497,45,78154.99,0
44031.0,493,51,118353.72,0
99068.0,44,85,219450.83,2
77924.0,409,77,210140.28,2
37809.0,87,34,63276.69,0
43512.0,395,52,102163.66,0
36934.0,337,54,107842.78,0
40538.0,691,19,46328.9,1
50720.0,804,58,95986.11,1
6881.0,1076,57,146311.43,1
45076.0,77,84,142079.43,2
95726.0,363,27,61990.68,0
79633.0,531,21,35180.94,1
8378.0,125,52,65457.1,0
5403.0,165,22,57109.88,0
6330.0,794,47,101727.82,1
99162.0,78,56,126106.61,2
36923.0,296,31,60807.69,0
40869.0,7,57,141824.35,2
67393.0,622,40,66445.33,1
84022.0,58,41,83362.14,0
22829.0,47,63,110207.88,2
36780.0,262,21,52687.49,0
40087.0,126,91,227124.36,2
30438.0,452,48,103336.61,0
24854.0,385,61,124318.5,2
13057.0,391,72,132278.9,2
16720.0,16,53,113646.96,0
45552.0,1104,43,120072.44,1
10703.0,62,20,36518.94,0
29683.0,480,29,45383.93,0
53243.0,434,38,107396.23,0
46921.0,55,23,60103.58,0
59042.0,16,73,156026.37,2
31859.0,138,41,86045.84,0
69928.0,640,45,96135.28,1
95686.0,126,69,120034.72,2
37433.0,701,51,113110.08,1
1290.0,43,74,136618.42,2
52735.0,399,76,143176.46,2
7067.0,148,77,163670.96,2
30814.0,5,84,170400.78,2
29250.0,42,67,114991.15,2
61418.0,180,89,186979.65,2
55149.0,206,82,146891.24,2
1656.0,157,35,86820.7,0
54528.0,23,63,154874.95,2
42671.0,753,52,124820.35,1
2042.0,54,78,136293.48,2
19379.0,105,55,113781.89,0
78854.0,19,34,87813.94,0
23733.0,310,56,144178.01,2
16448.0,54,62,132464.03,2
76478.0,296,18,43722.02,0
15666.0,70,48,99179.52,0
64864.0,2,67,162774.41,2
8478.0,425,56,135822.08,2
76904.0,93,60,144886.01,2
68290.0,770,22,53841.82,1
33874.0,67,42,86967.06,0
83713.0,205,38,74818.34,0
66894.0,150,78,137176.46,2
85347.0,1101,28,60303.18,1
54265.0,952,24,57875.54,1
82357.0,93,59,126294.6,2
58626.0,365,43,129694.59,0
27367.0,368,36,60364.49,0
79552.0,234,23,41137.42,0
19619.0,398,52,102038.19,0
89889.0,272,55,143145.28,2
23015.0,457,55,137075.83,2
78196.0,8,51,105838.88,0
12681.0,32,48,104268.81,0
88102.0,811,33,51838.64,1
48344.0,730,49,93783.19,1
38881.0,31,44,78283.97,0
55616.0,396,33,56617.46,0
37911.0,317,47,105793.76,0
47646.0,67,44,95350.96,0
94874.0,176,52,103284.93,0
32505.0,369,23,93213.06,0
6505.0,168,34,66468.8,0
82555.0,285,73,155251.38,2
62706.0,1199,24,49042.83,1
10317.0,476,34,59429.39,0
11899.0,122,39,82886.8,0
24082.0,739,77,184646.1,2
82518.0,145,55,128576.52,2
21310.0,42,39,72297.33,0
87780.0,56,30,60648.14,0
43646.0,379,38,133506.83,0
18089.0,819,44,73744.18,1
33270.0,55,19,48978.09,0
18488.0,369,50,124020.12,0
57889.0,152,43,114690.16,0
90887.0,833,10,23055.04,1
53458.0,705,23,29506.98,1
33176.0,111,42,86564.99,0
98503.0,36,61,162692.66,2
40458.0,98,41,71298.97,0
58961.0,348,38,66881.41,0
23780.0,48,46,139048.06,0
15673.0,38,42,79991.63,0
59270.0,744,32,51275.21,1
25889.0,223,47,123173.68,0
16151.0,1045,8,24760.7,1
5686.0,382,16,36061.37,0
10008.0,1169,28,82266.48,1
67661.0,305,18,52558.61,0
85003.0,1105,10,26202.87,1
6062.0,498,11,18603.92,1
64478.0,384,16,39639.45,0
60666.0,560,24,95997.54,1
63300.0,1348,7,25087.99,1
41276.0,390,60,163739.95,2
73902.0,444,33,72974.75,0
91954.0,109,73,124184.31,2
91274.0,393,48,141170.7,2
92140.0,240,74,140172.33,2
90356.0,69,35,72725.47,0
95014.0,377,87,160793.73,2
95732.0,137,9,12303.46,0
8957.0,149,102,221065.48,2
75269.0,1,73,171977.23,2
4605.0,174,64,144588.36,2
44504.0,10,83,200614.8,2
91754.0,57,36,93248.57,0
9709.0,47,84,186595.93,2
84338.0,408,23,33379.8,0
73900.0,814,29,46230.63,1
51333.0,111,40,68826.92,0
54155.0,2,52,66003.64,0
26155.0,100,62,170586.24,2
81890.0,311,46,127874.84,0
92838.0,128,60,143454.48,2
9001.0,268,56,111436.23,0
22343.0,815,26,73621.72,1
80759.0,32,41,80373.13,0
80598.0,47,40,79510.2,0
97913.0,568,32,65213.4,1
86135.0,115,42,87721.59,0
27397.0,42,101,184697.06,2
86521.0,27,43,89138.96,0
62306.0,144,61,128357.17,2
3041.0,665,78,175395.81,2
69457.0,9,58,104413.64,0
94130.0,334,40,72929.11,0
66947.0,1283,21,43511.55,1
83912.0,415,64,144807.56,2
59858.0,45,45,133620.83,0
24048.0,3,47,89325.6,0
86276.0,130,41,63722.45,0
63501.0,217,60,119648.57,2
87702.0,593,57,103322.36,1
58987.0,531,39,82726.79,0
65026.0,4,79,158834.81,2
69650.0,149,62,176260.5,2
40544.0,112,33,88328.21,0
27860.0,439,60,106530.41,0
26709.0,341,107,227489.32,2
39021.0,28,87,137974.08,2
52786.0,837,19,36414.97,1
72878.0,82,29,43155.34,0
67474.0,622,20,63693.35,1
50048.0,575,24,53582.78,1
18531.0,420,42,86552.49,0
11912.0,538,92,257864.4,2
26907.0,50,41,103033.37,0
64754.0,73,34,46101.02,0
65942.0,3,42,67685.07,0
99893.0,768,72,163683.67,2
75806.0,29,64,153275.1,2
79306.0,282,88,196885.15,2
7932.0,782,29,70460.55,1
31605.0,99,116,235848.56,2
73165.0,516,45,91404.32,0
53702.0,792,39,90013.48,1
57952.0,372,53,88305.47,0
74328.0,460,36,58329.72,0
67551.0,3,43,109728.49,0
97403.0,116,106,176106.44,2
90229.0,443,46,72570.8,0
40897.0,379,19,30748.86,0
46358.0,460,45,69815.06,0
91682.0,1187,36,83696.38,1
97437.0,730,33,77011.55,1
4303.0,101,40,102616.65,0
20571.0,401,40,58790.33,0
85061.0,131,32,71097.66,0
39712.0,38,65,190151.14,2
1511.0,636,21,60425.04,1
17333.0,417,49,95377.93,0
47754.0,14,74,135670.33,2
36501.0,434,77,161019.36,2
59246.0,623,43,71994.46,1
77982.0,74,44,73035.57,0
57954.0,417,72,140042.94,2
86242.0,675,40,73827.72,1
44880.0,318,23,45350.88,0
73556.0,216,60,100166.25,0
2900.0,14,88,199604.47,2
79313.0,40,60,117349.97,2
53516.0,74,60,100794.3,0
58276.0,1229,45,104657.02,1
39363.0,59,40,94703.9,0
31806.0,424,31,54988.86,0
90118.0,77,51,138669.05,2
82534.0,119,48,83497.84,0
57120.0,423,70,160211.36,2
93323.0,773,18,37212.05,1
12484.0,56,48,116758.3,0
88826.0,6,67,135938.69,2
69256.0,58,44,93403.47,0
85363.0,403,92,177139.19,2
3699.0,602,76,134979.83,2
35041.0,757,37,70522.4,1
78368.0,42,42,86688.24,0
94249.0,211,89,186036.45,2
74408.0,1133,20,35122.63,1
59994.0,55,43,97283.85,0
42601.0,398,53,131196.74,2
78182.0,489,22,51678.01,0
83952.0,197,72,189360.72,2
59160.0,97,59,130427.58,2
64890.0,198,39,82622.51,0
31068.0,539,31,81433.94,1
61898.0,216,23,39972.22,0
56977.0,108,40,80959.64,0
36115.0,144,83,192592.49,2
31061.0,673,43,89086.03,1
57138.0,54,59,137317.21,2
98754.0,368,66,142664.44,2
29769.0,224,63,153027.02,2
15120.0,620,35,78208.17,1
46784.0,426,20,33406.02,0
89850.0,849,55,112143.35,1
35343.0,149,45,112637.78,0
66930.0,36,52,129954.79,2
625.0,24,29,77444.16,0
86514.0,13,58,119555.52,2
